step,train_loss,eval_mae
998,0.21850982,0.31840259
999,0.22912861,0.31840259
1000,0.23137066,0.16571417
1001,0.22891067,0.16571417
1002,0.21758708,0.16571417
1003,0.22959663,0.16571417
1004,0.22833458,0.16571417
1005,0.23667735,0.16571417
1006,0.23343500,0.16571417
1007,0.23154166,0.16571417
1008,0.22544780,0.16571417
1009,0.21249673,0.16571417
1010,0.22057189,0.16571417
1011,0.22126383,0.16571417
1012,0.22514363,0.16571417
1013,0.22608255,0.16571417
1014,0.24053308,0.16571417
1015,0.21971443,0.16571417
1016,0.21093838,0.16571417
1017,0.22621575,0.16571417
1018,0.21321362,0.16571417
1019,0.22368458,0.16571417
1020,0.24298972,0.16571417
1021,0.21288717,0.16571417
1022,0.21835749,0.16571417
1023,0.22009066,0.16571417
1024,0.21238320,0.16571417
1025,0.22846878,0.16571417
1026,0.22518089,0.16571417
1027,0.22279979,0.16571417
1028,0.20750988,0.16571417
1029,0.21028309,0.16571417
1030,0.21415684,0.16571417
1031,0.21469536,0.16571417
1032,0.22074987,0.16571417
1033,0.21841568,0.16571417
1034,0.21983629,0.16571417
1035,0.21865967,0.16571417
1036,0.21896896,0.16571417
1037,0.23284557,0.16571417
1038,0.22721174,0.16571417
1039,0.21759789,0.16571417
1040,0.20052893,0.16571417
1041,0.22348799,0.16571417
1042,0.21177253,0.16571417
1043,0.24053542,0.16571417
1044,0.19861066,0.16571417
1045,0.21147534,0.16571417
1046,0.20977196,0.16571417
1047,0.20480566,0.16571417
1048,0.21389726,0.16571417
1049,0.20708740,0.16571417
1050,0.20363136,0.16571417
1051,0.22651686,0.16571417
1052,0.22112963,0.16571417
1053,0.20310026,0.16571417
1054,0.21486661,0.16571417
1055,0.21361181,0.16571417
1056,0.21115597,0.16571417
1057,0.20096116,0.16571417
1058,0.21163243,0.16571417
1059,0.21142770,0.16571417
1060,0.21050799,0.16571417
1061,0.22936216,0.16571417
1062,0.21081331,0.16571417
1063,0.21197957,0.16571417
1064,0.21093404,0.16571417
1065,0.20090941,0.16571417
1066,0.19925790,0.16571417
1067,0.20900945,0.16571417
1068,0.21458687,0.16571417
1069,0.19098943,0.16571417
1070,0.20681587,0.16571417
1071,0.22073756,0.16571417
1072,0.20678571,0.16571417
1073,0.22105208,0.16571417
1074,0.21047291,0.16571417
1075,0.20565426,0.16571417
1076,0.21137731,0.16571417
1077,0.21330416,0.16571417
1078,0.19821839,0.16571417
1079,0.20351608,0.16571417
1080,0.20271388,0.16571417
1081,0.20703684,0.16571417
1082,0.19984457,0.16571417
1083,0.20483248,0.16571417
1084,0.19830418,0.16571417
1085,0.20204026,0.16571417
1086,0.19812535,0.16571417
1087,0.19820005,0.16571417
1088,0.20080802,0.16571417
1089,0.19610777,0.16571417
1090,0.20591277,0.16571417
1091,0.20025027,0.16571417
1092,0.19792894,0.16571417
1093,0.21382700,0.16571417
1094,0.19429940,0.16571417
1095,0.20966789,0.16571417
1096,0.20422848,0.16571417
1097,0.20802197,0.16571417
1098,0.19768295,0.16571417
1099,0.21077809,0.16571417
1100,0.20117241,0.16571417
1101,0.19784737,0.16571417
1102,0.19197734,0.16571417
1103,0.21196166,0.16571417
1104,0.21364047,0.16571417
1105,0.19486322,0.16571417
1106,0.21003599,0.16571417
1107,0.20096773,0.16571417
1108,0.20072472,0.16571417
1109,0.19482693,0.16571417
1110,0.19510698,0.16571417
1111,0.20590845,0.16571417
1112,0.21066685,0.16571417
1113,0.19552776,0.16571417
1114,0.19251131,0.16571417
1115,0.20698962,0.16571417
1116,0.20797431,0.16571417
1117,0.20583731,0.16571417
1118,0.20105743,0.16571417
1119,0.19252723,0.16571417
1120,0.19359316,0.16571417
1121,0.19073939,0.16571417
1122,0.20038117,0.16571417
1123,0.20131367,0.16571417
1124,0.21668723,0.16571417
1125,0.19641362,0.16571417
1126,0.19000241,0.16571417
1127,0.20688328,0.16571417
1128,0.18299536,0.16571417
1129,0.20061812,0.16571417
1130,0.19470485,0.16571417
1131,0.19170929,0.16571417
1132,0.20965411,0.16571417
1133,0.18998082,0.16571417
1134,0.18884180,0.16571417
1135,0.20042831,0.16571417
1136,0.19801192,0.16571417
1137,0.19464594,0.16571417
1138,0.19467568,0.16571417
1139,0.21614304,0.16571417
1140,0.19578961,0.16571417
1141,0.19122940,0.16571417
1142,0.19864574,0.16571417
1143,0.20598884,0.16571417
1144,0.20880541,0.16571417
1145,0.20458558,0.16571417
1146,0.22178952,0.16571417
1147,0.20537189,0.16571417
1148,0.19888115,0.16571417
1149,0.20750931,0.16571417
1150,0.18700288,0.16571417
1151,0.18785639,0.16571417
1152,0.20634441,0.16571417
1153,0.19746849,0.16571417
1154,0.20026183,0.16571417
1155,0.20876867,0.16571417
1156,0.20644146,0.16571417
1157,0.19239438,0.16571417
1158,0.20016682,0.16571417
1159,0.20757084,0.16571417
1160,0.19302705,0.16571417
1161,0.19777262,0.16571417
1162,0.20269509,0.16571417
1163,0.19893616,0.16571417
1164,0.18676926,0.16571417
1165,0.19676355,0.16571417
1166,0.19197674,0.16571417
1167,0.18971001,0.16571417
1168,0.18334451,0.16571417
1169,0.18426651,0.16571417
1170,0.18759128,0.16571417
1171,0.19165376,0.16571417
1172,0.19723755,0.16571417
1173,0.20005876,0.16571417
1174,0.18116641,0.16571417
1175,0.19200175,0.16571417
1176,0.17990716,0.16571417
1177,0.18978189,0.16571417
1178,0.19711974,0.16571417
1179,0.19837625,0.16571417
1180,0.19097623,0.16571417
1181,0.18482067,0.16571417
1182,0.19589785,0.16571417
1183,0.19338378,0.16571417
1184,0.20138612,0.16571417
1185,0.18654710,0.16571417
1186,0.18886438,0.16571417
1187,0.19079155,0.16571417
1188,0.19716056,0.16571417
1189,0.18892863,0.16571417
1190,0.18714926,0.16571417
1191,0.18155214,0.16571417
1192,0.18770677,0.16571417
1193,0.18781930,0.16571417
1194,0.18084779,0.16571417
1195,0.18611750,0.16571417
1196,0.18162224,0.16571417
1197,0.19173554,0.16571417
1198,0.17493947,0.16571417
1199,0.19159451,0.16571417
1200,0.18743077,0.30991435
1201,0.18194656,0.30991435
1202,0.17208305,0.30991435
1203,0.18068092,0.30991435
1204,0.18736111,0.30991435
1205,0.18750495,0.30991435
1206,0.19637218,0.30991435
1207,0.18732683,0.30991435
1208,0.18301994,0.30991435
1209,0.17624226,0.30991435
1210,0.17512497,0.30991435
1211,0.18517685,0.30991435
1212,0.18064213,0.30991435
1213,0.18371138,0.30991435
1214,0.17696641,0.30991435
1215,0.17230098,0.30991435
1216,0.19305806,0.30991435
1217,0.18171643,0.30991435
1218,0.18915823,0.30991435
1219,0.18360096,0.30991435
1220,0.16835211,0.30991435
1221,0.19160286,0.30991435
1222,0.17960069,0.30991435
1223,0.19336712,0.30991435
1224,0.17901628,0.30991435
1225,0.17240871,0.30991435
1226,0.18101141,0.30991435
1227,0.17461388,0.30991435
1228,0.17472705,0.30991435
1229,0.18155228,0.30991435
1230,0.17807007,0.30991435
1231,0.17857179,0.30991435
1232,0.17796655,0.30991435
1233,0.17728460,0.30991435
1234,0.18966842,0.30991435
1235,0.17849065,0.30991435
1236,0.18326066,0.30991435
1237,0.17726158,0.30991435
1238,0.17723799,0.30991435
1239,0.17513356,0.30991435
1240,0.19025066,0.30991435
1241,0.18238494,0.30991435
1242,0.17976315,0.30991435
1243,0.17489418,0.30991435
1244,0.18020952,0.30991435
1245,0.17343855,0.30991435
1246,0.19197509,0.30991435
1247,0.17741705,0.30991435
1248,0.19247597,0.30991435
1249,0.17860050,0.30991435
1250,0.17138895,0.30991435
1251,0.17233837,0.30991435
1252,0.17910254,0.30991435
1253,0.18972625,0.30991435
1254,0.18074022,0.30991435
1255,0.17213340,0.30991435
1256,0.18757477,0.30991435
1257,0.18060577,0.30991435
1258,0.18788390,0.30991435
1259,0.18083975,0.30991435
1260,0.16603902,0.30991435
1261,0.18996985,0.30991435
1262,0.17549497,0.30991435
1263,0.17857715,0.30991435
1264,0.18259725,0.30991435
1265,0.17401046,0.30991435
1266,0.18398765,0.30991435
1267,0.17896499,0.30991435
1268,0.16852130,0.30991435
1269,0.17337322,0.30991435
1270,0.16747089,0.30991435
1271,0.16187991,0.30991435
1272,0.17392802,0.30991435
1273,0.18437481,0.30991435
1274,0.17038661,0.30991435
1275,0.17227006,0.30991435
1276,0.18910056,0.30991435
1277,0.16662526,0.30991435
1278,0.16222225,0.30991435
1279,0.16703628,0.30991435
1280,0.18104629,0.30991435
1281,0.17725945,0.30991435
1282,0.17999968,0.30991435
1283,0.16596718,0.30991435
1284,0.16980356,0.30991435
1285,0.17825289,0.30991435
1286,0.16060446,0.30991435
1287,0.17373914,0.30991435
1288,0.17420781,0.30991435
1289,0.16950849,0.30991435
1290,0.16840050,0.30991435
1291,0.18714684,0.30991435
1292,0.17035185,0.30991435
1293,0.17149466,0.30991435
1294,0.17364359,0.30991435
1295,0.17186525,0.30991435
1296,0.18745968,0.30991435
1297,0.17769027,0.30991435
1298,0.17184293,0.30991435
1299,0.17636211,0.30991435
1300,0.17841788,0.30991435
1301,0.16057616,0.30991435
1302,0.15816741,0.30991435
1303,0.17857538,0.30991435
1304,0.17056268,0.30991435
1305,0.17308812,0.30991435
1306,0.17794679,0.30991435
1307,0.16394141,0.30991435
1308,0.17936781,0.30991435
1309,0.16531613,0.30991435
1310,0.16727388,0.30991435
1311,0.17067817,0.30991435
1312,0.17540514,0.30991435
1313,0.16218570,0.30991435
1314,0.17087504,0.30991435
1315,0.16678295,0.30991435
1316,0.17001033,0.30991435
1317,0.16203894,0.30991435
1318,0.16893625,0.30991435
1319,0.16145536,0.30991435
1320,0.17300740,0.30991435
1321,0.16618073,0.30991435
1322,0.16522403,0.30991435
1323,0.16926178,0.30991435
1324,0.15850957,0.30991435
1325,0.15714142,0.30991435
1326,0.16605183,0.30991435
1327,0.17736343,0.30991435
1328,0.16402990,0.30991435
1329,0.16256796,0.30991435
1330,0.17232606,0.30991435
1331,0.15786360,0.30991435
1332,0.16462964,0.30991435
1333,0.16710621,0.30991435
1334,0.15920189,0.30991435
1335,0.15320726,0.30991435
1336,0.14714795,0.30991435
1337,0.16305390,0.30991435
1338,0.16284563,0.30991435
1339,0.15953796,0.30991435
1340,0.17158066,0.30991435
1341,0.15397877,0.30991435
1342,0.16517688,0.30991435
1343,0.14814232,0.30991435
1344,0.16191190,0.30991435
1345,0.15619871,0.30991435
1346,0.15925738,0.30991435
1347,0.16322021,0.30991435
1348,0.16322614,0.30991435
1349,0.16932575,0.30991435
1350,0.14977221,0.30991435
1351,0.16447149,0.30991435
1352,0.16834521,0.30991435
1353,0.16021985,0.30991435
1354,0.18211444,0.30991435
1355,0.16033982,0.30991435
1356,0.16615261,0.30991435
1357,0.15696082,0.30991435
1358,0.16305551,0.30991435
1359,0.17213726,0.30991435
1360,0.16724870,0.30991435
1361,0.15823376,0.30991435
1362,0.15845571,0.30991435
1363,0.17542963,0.30991435
1364,0.17058378,0.30991435
1365,0.16388853,0.30991435
1366,0.16102894,0.30991435
1367,0.15781733,0.30991435
1368,0.15255335,0.30991435
1369,0.16761516,0.30991435
1370,0.16162837,0.30991435
1371,0.16687918,0.30991435
1372,0.15865761,0.30991435
1373,0.16526064,0.30991435
1374,0.16184893,0.30991435
1375,0.15983038,0.30991435
1376,0.15915249,0.30991435
1377,0.16370974,0.30991435
1378,0.17363602,0.30991435
1379,0.16550896,0.30991435
1380,0.16449149,0.30991435
1381,0.16370957,0.30991435
1382,0.15585381,0.30991435
1383,0.15708080,0.30991435
1384,0.15748690,0.30991435
1385,0.15900467,0.30991435
1386,0.16309974,0.30991435
1387,0.16291156,0.30991435
1388,0.15655734,0.30991435
1389,0.15699324,0.30991435
1390,0.15236381,0.30991435
1391,0.15127978,0.30991435
1392,0.16176583,0.30991435
1393,0.16622803,0.30991435
1394,0.15821409,0.30991435
1395,0.16058554,0.30991435
1396,0.15120061,0.30991435
1397,0.15379013,0.30991435
1398,0.15144189,0.30991435
1399,0.16725752,0.30991435
1400,0.15051466,0.27370945
1401,0.16218767,0.27370945
1402,0.16751836,0.27370945
1403,0.16307138,0.27370945
1404,0.15704264,0.27370945
1405,0.15718444,0.27370945
1406,0.15600827,0.27370945
1407,0.16080369,0.27370945
1408,0.15562415,0.27370945
1409,0.16844814,0.27370945
1410,0.17159502,0.27370945
1411,0.16628544,0.27370945
1412,0.15096736,0.27370945
1413,0.16079500,0.27370945
1414,0.15875399,0.27370945
1415,0.16089576,0.27370945
1416,0.16721450,0.27370945
1417,0.15813950,0.27370945
1418,0.17063227,0.27370945
1419,0.16060373,0.27370945
1420,0.14587858,0.27370945
1421,0.15898114,0.27370945
1422,0.14433131,0.27370945
1423,0.14859162,0.27370945
1424,0.15697107,0.27370945
1425,0.15982747,0.27370945
1426,0.14414117,0.27370945
1427,0.15643328,0.27370945
1428,0.15716869,0.27370945
1429,0.14062808,0.27370945
1430,0.15698901,0.27370945
1431,0.14624932,0.27370945
1432,0.14954630,0.27370945
1433,0.16472980,0.27370945
1434,0.14598936,0.27370945
1435,0.16548289,0.27370945
1436,0.15381140,0.27370945
1437,0.15875563,0.27370945
1438,0.15384147,0.27370945
1439,0.14736868,0.27370945
1440,0.16328517,0.27370945
1441,0.14840922,0.27370945
1442,0.14731242,0.27370945
1443,0.14818357,0.27370945
1444,0.14953274,0.27370945
1445,0.15302372,0.27370945
1446,0.14539689,0.27370945
1447,0.15705356,0.27370945
1448,0.15738633,0.27370945
1449,0.17116611,0.27370945
1450,0.15426108,0.27370945
1451,0.15642303,0.27370945
1452,0.15765858,0.27370945
1453,0.15384692,0.27370945
1454,0.15844801,0.27370945
1455,0.15810448,0.27370945
1456,0.14198560,0.27370945
1457,0.15988201,0.27370945
1458,0.16257623,0.27370945
1459,0.15179220,0.27370945
1460,0.16066259,0.27370945
1461,0.15845305,0.27370945
1462,0.15527129,0.27370945
1463,0.16961333,0.27370945
1464,0.15278499,0.27370945
1465,0.15841053,0.27370945
1466,0.15634637,0.27370945
1467,0.15961464,0.27370945
1468,0.14509094,0.27370945
1469,0.15931959,0.27370945
1470,0.15057744,0.27370945
1471,0.15079091,0.27370945
1472,0.14469214,0.27370945
1473,0.14882615,0.27370945
1474,0.14555582,0.27370945
1475,0.16944142,0.27370945
1476,0.14774205,0.27370945
1477,0.14711034,0.27370945
1478,0.15028429,0.27370945
1479,0.14322178,0.27370945
1480,0.15406559,0.27370945
1481,0.14907923,0.27370945
1482,0.15508898,0.27370945
1483,0.14908451,0.27370945
1484,0.14961259,0.27370945
1485,0.15716168,0.27370945
1486,0.14595264,0.27370945
1487,0.13693798,0.27370945
1488,0.14962791,0.27370945
1489,0.14803772,0.27370945
1490,0.15397976,0.27370945
1491,0.16015577,0.27370945
1492,0.14785722,0.27370945
1493,0.14631222,0.27370945
1494,0.14855380,0.27370945
1495,0.15446192,0.27370945
1496,0.14765033,0.27370945
1497,0.15453832,0.27370945
1498,0.14089467,0.27370945
1499,0.14641587,0.27370945
1500,0.14588705,0.27370945
1501,0.14601175,0.27370945
1502,0.15400386,0.27370945
1503,0.15649909,0.27370945
1504,0.13930464,0.27370945
1505,0.16124922,0.27370945
1506,0.13865738,0.27370945
1507,0.14661796,0.27370945
1508,0.15211433,0.27370945
1509,0.14352942,0.27370945
1510,0.14958532,0.27370945
1511,0.13475771,0.27370945
1512,0.14311261,0.27370945
1513,0.15107599,0.27370945
1514,0.14352006,0.27370945
1515,0.15510339,0.27370945
1516,0.16196793,0.27370945
1517,0.13802019,0.27370945
1518,0.14453870,0.27370945
1519,0.14210162,0.27370945
1520,0.14115851,0.27370945
1521,0.14176127,0.27370945
1522,0.14801922,0.27370945
1523,0.14299645,0.27370945
1524,0.14870976,0.27370945
1525,0.13539547,0.27370945
1526,0.13955060,0.27370945
1527,0.14477403,0.27370945
1528,0.14673682,0.27370945
1529,0.13730027,0.27370945
1530,0.14201772,0.27370945
1531,0.13552964,0.27370945
1532,0.14120270,0.27370945
1533,0.13111304,0.27370945
1534,0.15222526,0.27370945
1535,0.13821924,0.27370945
1536,0.14252490,0.27370945
1537,0.15070154,0.27370945
1538,0.14182562,0.27370945
1539,0.13932076,0.27370945
1540,0.13999572,0.27370945
1541,0.14802566,0.27370945
1542,0.14857352,0.27370945
1543,0.14350291,0.27370945
1544,0.14555335,0.27370945
1545,0.14111376,0.27370945
1546,0.14042731,0.27370945
1547,0.14596632,0.27370945
1548,0.14282787,0.27370945
1549,0.15011166,0.27370945
1550,0.14729264,0.27370945
1551,0.13666221,0.27370945
1552,0.14409433,0.27370945
1553,0.14644445,0.27370945
1554,0.15014483,0.27370945
1555,0.13714500,0.27370945
1556,0.13377947,0.27370945
1557,0.13075288,0.27370945
1558,0.13755471,0.27370945
1559,0.13975489,0.27370945
1560,0.14042087,0.27370945
1561,0.13404176,0.27370945
1562,0.14863202,0.27370945
1563,0.13471438,0.27370945
1564,0.13645366,0.27370945
1565,0.13741273,0.27370945
1566,0.14412729,0.27370945
1567,0.13437928,0.27370945
1568,0.13955742,0.27370945
1569,0.14444408,0.27370945
1570,0.13292362,0.27370945
1571,0.13610329,0.27370945
1572,0.13592145,0.27370945
1573,0.14173974,0.27370945
1574,0.15232177,0.27370945
1575,0.13779232,0.27370945
1576,0.13829717,0.27370945
1577,0.14864896,0.27370945
1578,0.13753590,0.27370945
1579,0.14076374,0.27370945
1580,0.13591300,0.27370945
1581,0.13673598,0.27370945
1582,0.14983581,0.27370945
1583,0.14753242,0.27370945
1584,0.14396206,0.27370945
1585,0.14624715,0.27370945
1586,0.13880958,0.27370945
1587,0.13397586,0.27370945
1588,0.14038666,0.27370945
1589,0.13378786,0.27370945
1590,0.13811119,0.27370945
1591,0.13541479,0.27370945
1592,0.14099514,0.27370945
1593,0.12664649,0.27370945
1594,0.14124358,0.27370945
1595,0.13517638,0.27370945
1596,0.14793810,0.27370945
1597,0.14246309,0.27370945
1598,0.14472911,0.27370945
1599,0.14753819,0.27370945
1600,0.14158945,0.29409033
1601,0.13404416,0.29409033
1602,0.13741043,0.29409033
1603,0.12921244,0.29409033
1604,0.14014728,0.29409033
1605,0.13525435,0.29409033
1606,0.13114643,0.29409033
1607,0.13861717,0.29409033
1608,0.14906548,0.29409033
1609,0.12668732,0.29409033
1610,0.13647848,0.29409033
1611,0.13196225,0.29409033
1612,0.12712646,0.29409033
1613,0.13566267,0.29409033
1614,0.14041074,0.29409033
1615,0.13350317,0.29409033
1616,0.13862027,0.29409033
1617,0.12832837,0.29409033
1618,0.13293722,0.29409033
1619,0.14408891,0.29409033
1620,0.12730135,0.29409033
1621,0.13084084,0.29409033
1622,0.12329257,0.29409033
1623,0.13921162,0.29409033
1624,0.13516815,0.29409033
1625,0.12794018,0.29409033
1626,0.14142534,0.29409033
1627,0.13878393,0.29409033
1628,0.14782014,0.29409033
1629,0.13346252,0.29409033
1630,0.12898111,0.29409033
1631,0.15769988,0.29409033
1632,0.12663001,0.29409033
1633,0.13626894,0.29409033
1634,0.13401301,0.29409033
1635,0.13703960,0.29409033
1636,0.13702297,0.29409033
1637,0.13364893,0.29409033
1638,0.14240168,0.29409033
1639,0.13185774,0.29409033
1640,0.13608648,0.29409033
1641,0.12896878,0.29409033
1642,0.13015586,0.29409033
1643,0.13265632,0.29409033
1644,0.14615142,0.29409033
1645,0.13689002,0.29409033
1646,0.12860449,0.29409033
1647,0.13087983,0.29409033
1648,0.13606572,0.29409033
1649,0.13167565,0.29409033
1650,0.14114232,0.29409033
1651,0.13527174,0.29409033
1652,0.13871442,0.29409033
1653,0.13243930,0.29409033
1654,0.14398989,0.29409033
1655,0.14132406,0.29409033
1656,0.13168398,0.29409033
1657,0.13247952,0.29409033
1658,0.13529730,0.29409033
1659,0.13554770,0.29409033
1660,0.13884217,0.29409033
1661,0.12728214,0.29409033
1662,0.13027018,0.29409033
1663,0.13078767,0.29409033
1664,0.14100084,0.29409033
1665,0.12947133,0.29409033
1666,0.13063766,0.29409033
1667,0.13264340,0.29409033
1668,0.13628672,0.29409033
1669,0.13028744,0.29409033
1670,0.12896746,0.29409033
1671,0.13012284,0.29409033
1672,0.12161617,0.29409033
1673,0.13534504,0.29409033
1674,0.12766841,0.29409033
1675,0.13793689,0.29409033
1676,0.12903629,0.29409033
1677,0.12654796,0.29409033
1678,0.13557722,0.29409033
1679,0.12835902,0.29409033
1680,0.13841736,0.29409033
1681,0.13494739,0.29409033
1682,0.12219869,0.29409033
1683,0.13361520,0.29409033
1684,0.12207028,0.29409033
1685,0.13285142,0.29409033
1686,0.13628286,0.29409033
1687,0.13376935,0.29409033
1688,0.12388427,0.29409033
1689,0.12644798,0.29409033
1690,0.13180013,0.29409033
1691,0.12430358,0.29409033
1692,0.13297130,0.29409033
1693,0.12937486,0.29409033
1694,0.12372649,0.29409033
1695,0.12134171,0.29409033
1696,0.12755133,0.29409033
1697,0.13036455,0.29409033
1698,0.12574968,0.29409033
1699,0.13488314,0.29409033
1700,0.13188261,0.29409033
1701,0.12291521,0.29409033
1702,0.12425663,0.29409033
1703,0.12457983,0.29409033
1704,0.12682706,0.29409033
1705,0.13982205,0.29409033
1706,0.13020849,0.29409033
1707,0.13315526,0.29409033
1708,0.11766483,0.29409033
1709,0.12470951,0.29409033
1710,0.13643083,0.29409033
1711,0.12047169,0.29409033
1712,0.13644743,0.29409033
1713,0.12899815,0.29409033
1714,0.12732357,0.29409033
1715,0.14134680,0.29409033
1716,0.12313280,0.29409033
1717,0.12451525,0.29409033
1718,0.13571513,0.29409033
1719,0.13076533,0.29409033
1720,0.13776879,0.29409033
1721,0.12380582,0.29409033
1722,0.13143075,0.29409033
1723,0.12516037,0.29409033
1724,0.12604949,0.29409033
1725,0.11514032,0.29409033
1726,0.12740530,0.29409033
1727,0.12876329,0.29409033
1728,0.12238456,0.29409033
1729,0.13723288,0.29409033
1730,0.12818199,0.29409033
1731,0.13074955,0.29409033
1732,0.12307074,0.29409033
1733,0.11841200,0.29409033
1734,0.14005925,0.29409033
1735,0.13107240,0.29409033
1736,0.12133969,0.29409033
1737,0.12315855,0.29409033
1738,0.12532949,0.29409033
1739,0.11843351,0.29409033
1740,0.13934581,0.29409033
1741,0.11347240,0.29409033
1742,0.12497672,0.29409033
1743,0.12412718,0.29409033
1744,0.12423137,0.29409033
1745,0.12517186,0.29409033
1746,0.13073404,0.29409033
1747,0.12326722,0.29409033
1748,0.12762336,0.29409033
1749,0.12882359,0.29409033
1750,0.11744025,0.29409033
1751,0.12071213,0.29409033
1752,0.13052076,0.29409033
1753,0.12162241,0.29409033
1754,0.11607584,0.29409033
1755,0.12610459,0.29409033
1756,0.11714651,0.29409033
1757,0.12011623,0.29409033
1758,0.11856823,0.29409033
1759,0.12542620,0.29409033
1760,0.12356177,0.29409033
1761,0.11324771,0.29409033
1762,0.13433713,0.29409033
1763,0.11693814,0.29409033
1764,0.12342434,0.29409033
1765,0.13236618,0.29409033
1766,0.13103788,0.29409033
1767,0.12816355,0.29409033
1768,0.12243429,0.29409033
1769,0.12953793,0.29409033
1770,0.11827656,0.29409033
1771,0.11899426,0.29409033
1772,0.12205794,0.29409033
1773,0.12616810,0.29409033
1774,0.12363517,0.29409033
1775,0.12202512,0.29409033
1776,0.13087070,0.29409033
1777,0.12128705,0.29409033
1778,0.12067138,0.29409033
1779,0.12491870,0.29409033
1780,0.11413302,0.29409033
1781,0.12708545,0.29409033
1782,0.12106290,0.29409033
1783,0.12038998,0.29409033
1784,0.12082366,0.29409033
1785,0.12430277,0.29409033
1786,0.12834066,0.29409033
1787,0.11748369,0.29409033
1788,0.12098663,0.29409033
1789,0.12222089,0.29409033
1790,0.12434213,0.29409033
1791,0.12427690,0.29409033
1792,0.12508869,0.29409033
1793,0.12184998,0.29409033
1794,0.12541950,0.29409033
1795,0.12159111,0.29409033
1796,0.12280171,0.29409033
1797,0.12037348,0.29409033
1798,0.12204285,0.29409033
1799,0.12127782,0.29409033
1800,0.12276705,0.29237050
1801,0.12292948,0.29237050
1802,0.11589314,0.29237050
1803,0.12022462,0.29237050
1804,0.13329151,0.29237050
1805,0.13023832,0.29237050
1806,0.13003086,0.29237050
1807,0.12227069,0.29237050
1808,0.12241013,0.29237050
1809,0.12159090,0.29237050
1810,0.13000107,0.29237050
1811,0.13009569,0.29237050
1812,0.11554606,0.29237050
1813,0.11642967,0.29237050
1814,0.11725685,0.29237050
1815,0.13202199,0.29237050
1816,0.11769916,0.29237050
1817,0.12427723,0.29237050
1818,0.11869733,0.29237050
1819,0.12963873,0.29237050
1820,0.11539543,0.29237050
1821,0.12186712,0.29237050
1822,0.12574053,0.29237050
1823,0.12576926,0.29237050
1824,0.11798704,0.29237050
1825,0.11526041,0.29237050
1826,0.12831062,0.29237050
1827,0.12252277,0.29237050
1828,0.11734861,0.29237050
1829,0.12005465,0.29237050
1830,0.12847935,0.29237050
1831,0.11550281,0.29237050
1832,0.11476363,0.29237050
1833,0.12131943,0.29237050
1834,0.11934030,0.29237050
1835,0.12161636,0.29237050
1836,0.12105204,0.29237050
1837,0.12055717,0.29237050
1838,0.11184856,0.29237050
1839,0.12602609,0.29237050
1840,0.12943308,0.29237050
1841,0.11484461,0.29237050
1842,0.11101314,0.29237050
1843,0.12564753,0.29237050
1844,0.12388682,0.29237050
1845,0.11732779,0.29237050
1846,0.12332486,0.29237050
1847,0.12791596,0.29237050
1848,0.11785599,0.29237050
1849,0.12245677,0.29237050
1850,0.11912228,0.29237050
1851,0.10954436,0.29237050
1852,0.12218411,0.29237050
1853,0.11217181,0.29237050
1854,0.11926028,0.29237050
1855,0.12047298,0.29237050
1856,0.12582749,0.29237050
1857,0.11164850,0.29237050
1858,0.11737815,0.29237050
1859,0.12663971,0.29237050
1860,0.12026404,0.29237050
1861,0.11878422,0.29237050
1862,0.11996455,0.29237050
1863,0.10985176,0.29237050
1864,0.12375847,0.29237050
1865,0.12412100,0.29237050
1866,0.11112733,0.29237050
1867,0.12580295,0.29237050
1868,0.11262155,0.29237050
1869,0.12681553,0.29237050
1870,0.11872974,0.29237050
1871,0.12262040,0.29237050
1872,0.11622921,0.29237050
1873,0.12091254,0.29237050
1874,0.11889036,0.29237050
1875,0.11477366,0.29237050
1876,0.10978860,0.29237050
1877,0.11506931,0.29237050
1878,0.11414506,0.29237050
1879,0.11678609,0.29237050
1880,0.12059773,0.29237050
1881,0.10986339,0.29237050
1882,0.10718690,0.29237050
1883,0.11056405,0.29237050
1884,0.12278210,0.29237050
1885,0.11422047,0.29237050
1886,0.12021352,0.29237050
1887,0.11118838,0.29237050
1888,0.11943710,0.29237050
1889,0.11301437,0.29237050
1890,0.12095104,0.29237050
1891,0.11253580,0.29237050
1892,0.12250037,0.29237050
1893,0.12025382,0.29237050
1894,0.10926639,0.29237050
1895,0.11445384,0.29237050
1896,0.12031005,0.29237050
1897,0.10789132,0.29237050
1898,0.11227582,0.29237050
1899,0.11259996,0.29237050
1900,0.11522029,0.29237050
1901,0.11686485,0.29237050
1902,0.11004740,0.29237050
1903,0.11169218,0.29237050
1904,0.12153427,0.29237050
1905,0.12061121,0.29237050
1906,0.11385436,0.29237050
1907,0.11452939,0.29237050
1908,0.10874692,0.29237050
1909,0.11289132,0.29237050
1910,0.11049028,0.29237050
1911,0.12001296,0.29237050
1912,0.10800245,0.29237050
1913,0.11396267,0.29237050
1914,0.11089566,0.29237050
1915,0.10900859,0.29237050
1916,0.12605989,0.29237050
1917,0.10641322,0.29237050
1918,0.12312786,0.29237050
1919,0.11118537,0.29237050
1920,0.11371201,0.29237050
1921,0.12306713,0.29237050
1922,0.11187173,0.29237050
1923,0.12243834,0.29237050
1924,0.12190564,0.29237050
1925,0.10896036,0.29237050
1926,0.12566853,0.29237050
1927,0.11442089,0.29237050
1928,0.11250322,0.29237050
1929,0.11469895,0.29237050
