step,train_loss,eval_mae
398,0.85932809,0.30578357
399,0.85225201,0.30578357
400,0.86663997,0.30547392
401,0.83227122,0.30547392
402,0.86315918,0.30547392
403,0.85399723,0.30547392
404,0.82397908,0.30547392
405,0.80381113,0.30547392
406,0.82875586,0.30547392
407,0.84643322,0.30547392
408,0.84805870,0.30547392
409,0.78214568,0.30547392
410,0.77445030,0.30547392
411,0.81406271,0.30547392
412,0.81967795,0.30547392
413,0.81477821,0.30547392
414,0.79855722,0.30547392
415,0.79908609,0.30547392
416,0.79239225,0.30547392
417,0.80209821,0.30547392
418,0.82062697,0.30547392
419,0.76555479,0.30547392
420,0.80844796,0.30547392
421,0.83069539,0.30547392
422,0.78566617,0.30547392
423,0.76920247,0.30547392
424,0.82012749,0.30547392
425,0.77174127,0.30547392
426,0.80361688,0.30547392
427,0.73296320,0.30547392
428,0.78458869,0.30547392
429,0.73512501,0.30547392
430,0.77072650,0.30547392
431,0.75282943,0.30547392
432,0.77159101,0.30547392
433,0.78002697,0.30547392
434,0.72173494,0.30547392
435,0.74486637,0.30547392
436,0.77587271,0.30547392
437,0.73695904,0.30547392
438,0.75497299,0.30547392
439,0.74714422,0.30547392
440,0.74546808,0.30547392
441,0.75600785,0.30547392
442,0.75684822,0.30547392
443,0.74064481,0.30547392
444,0.68963212,0.30547392
445,0.71601266,0.30547392
446,0.76829576,0.30547392
447,0.75200069,0.30547392
448,0.74826771,0.30547392
449,0.75073397,0.30547392
450,0.74208498,0.30547392
451,0.69876426,0.30547392
452,0.73444235,0.30547392
453,0.69540769,0.30547392
454,0.73847473,0.30547392
455,0.71078098,0.30547392
456,0.71456879,0.30547392
457,0.72396052,0.30547392
458,0.70784527,0.30547392
459,0.71768230,0.30547392
460,0.71086282,0.30547392
461,0.70369619,0.30547392
462,0.69946194,0.30547392
463,0.69839638,0.30547392
464,0.71474946,0.30547392
465,0.67440683,0.30547392
466,0.69825894,0.30547392
467,0.68377602,0.30547392
468,0.72328603,0.30547392
469,0.70635474,0.30547392
470,0.64664954,0.30547392
471,0.67908061,0.30547392
472,0.65688407,0.30547392
473,0.68132848,0.30547392
474,0.69533694,0.30547392
475,0.63667160,0.30547392
476,0.66003585,0.30547392
477,0.64855993,0.30547392
478,0.63622481,0.30547392
479,0.63136661,0.30547392
480,0.67611384,0.30547392
481,0.66949397,0.30547392
482,0.64070201,0.30547392
483,0.67704540,0.30547392
484,0.64232868,0.30547392
485,0.66084254,0.30547392
486,0.64304250,0.30547392
487,0.64094919,0.30547392
488,0.64806378,0.30547392
489,0.59646034,0.30547392
490,0.64070171,0.30547392
491,0.64527225,0.30547392
492,0.62308401,0.30547392
493,0.63597649,0.30547392
494,0.61557335,0.30547392
495,0.63084412,0.30547392
496,0.59257960,0.30547392
497,0.60369414,0.30547392
498,0.59137470,0.30547392
499,0.60734183,0.30547392
500,0.61358523,0.30547392
501,0.62363738,0.30547392
502,0.61650765,0.30547392
503,0.60892129,0.30547392
504,0.61175239,0.30547392
505,0.60980928,0.30547392
506,0.60976923,0.30547392
507,0.61176318,0.30547392
508,0.59994602,0.30547392
509,0.59332836,0.30547392
510,0.58597654,0.30547392
511,0.60414815,0.30547392
512,0.59841001,0.30547392
513,0.60791469,0.30547392
514,0.60541266,0.30547392
515,0.59437442,0.30547392
516,0.60098976,0.30547392
517,0.58767474,0.30547392
518,0.56878841,0.30547392
519,0.57544553,0.30547392
520,0.56708229,0.30547392
521,0.57658815,0.30547392
522,0.56082731,0.30547392
523,0.58525288,0.30547392
524,0.56737214,0.30547392
525,0.58028281,0.30547392
526,0.57748491,0.30547392
527,0.58802688,0.30547392
528,0.59170312,0.30547392
529,0.56300247,0.30547392
530,0.59952885,0.30547392
531,0.53886241,0.30547392
532,0.54269618,0.30547392
533,0.58431613,0.30547392
534,0.54944277,0.30547392
535,0.52714473,0.30547392
536,0.57219243,0.30547392
537,0.53437853,0.30547392
538,0.54585379,0.30547392
539,0.56471926,0.30547392
540,0.54342175,0.30547392
541,0.54264683,0.30547392
542,0.53564733,0.30547392
543,0.54065710,0.30547392
544,0.52626073,0.30547392
545,0.54610598,0.30547392
546,0.56971550,0.30547392
547,0.52593118,0.30547392
548,0.54893196,0.30547392
549,0.53888816,0.30547392
550,0.52688348,0.30547392
551,0.53099102,0.30547392
552,0.52775621,0.30547392
553,0.54135054,0.30547392
554,0.52647495,0.30547392
555,0.51834035,0.30547392
556,0.52000260,0.30547392
557,0.53825653,0.30547392
558,0.49847472,0.30547392
559,0.52171546,0.30547392
560,0.52641153,0.30547392
561,0.50292367,0.30547392
562,0.51941371,0.30547392
563,0.51544064,0.30547392
564,0.50575578,0.30547392
565,0.50824821,0.30547392
566,0.50837851,0.30547392
567,0.54054493,0.30547392
568,0.52143425,0.30547392
569,0.50335765,0.30547392
570,0.50145727,0.30547392
571,0.50923371,0.30547392
572,0.49958926,0.30547392
573,0.50401139,0.30547392
574,0.51033014,0.30547392
575,0.52087116,0.30547392
576,0.51848513,0.30547392
577,0.49593738,0.30547392
578,0.51018846,0.30547392
579,0.47761065,0.30547392
580,0.50186443,0.30547392
581,0.50433099,0.30547392
582,0.48039144,0.30547392
583,0.46432376,0.30547392
584,0.48796433,0.30547392
585,0.46755993,0.30547392
586,0.50250500,0.30547392
587,0.49705651,0.30547392
588,0.47727540,0.30547392
589,0.48129782,0.30547392
590,0.46720898,0.30547392
591,0.45181751,0.30547392
592,0.50088948,0.30547392
593,0.46417835,0.30547392
594,0.48498204,0.30547392
595,0.47694427,0.30547392
596,0.47622383,0.30547392
597,0.45447332,0.30547392
598,0.47392017,0.30547392
599,0.46752638,0.30547392
600,0.46672198,0.32095528
601,0.44244850,0.32095528
602,0.51532698,0.32095528
603,0.47128564,0.32095528
604,0.46701723,0.32095528
605,0.46928108,0.32095528
606,0.47580904,0.32095528
607,0.45570895,0.32095528
608,0.47243810,0.32095528
609,0.46791792,0.32095528
610,0.45341259,0.32095528
611,0.44526476,0.32095528
612,0.46861804,0.32095528
613,0.44396627,0.32095528
614,0.45584372,0.32095528
615,0.43225420,0.32095528
616,0.43644959,0.32095528
617,0.43800533,0.32095528
618,0.43555990,0.32095528
619,0.42795834,0.32095528
620,0.47259790,0.32095528
621,0.44463313,0.32095528
622,0.47191074,0.32095528
623,0.43833029,0.32095528
624,0.43395427,0.32095528
625,0.43262577,0.32095528
626,0.44487846,0.32095528
627,0.42373955,0.32095528
628,0.44069868,0.32095528
629,0.42801869,0.32095528
630,0.42513728,0.32095528
631,0.43591654,0.32095528
632,0.42881891,0.32095528
633,0.45978418,0.32095528
634,0.41729546,0.32095528
635,0.41395134,0.32095528
636,0.43312383,0.32095528
637,0.42116797,0.32095528
638,0.44231033,0.32095528
639,0.40181318,0.32095528
640,0.41523442,0.32095528
641,0.42195505,0.32095528
642,0.43006873,0.32095528
643,0.44087756,0.32095528
644,0.41014704,0.32095528
645,0.42594615,0.32095528
646,0.41837707,0.32095528
647,0.41219372,0.32095528
648,0.42361689,0.32095528
649,0.41875964,0.32095528
650,0.40672511,0.32095528
651,0.42766160,0.32095528
652,0.41171563,0.32095528
653,0.40573525,0.32095528
654,0.40443948,0.32095528
655,0.40751696,0.32095528
656,0.40318295,0.32095528
657,0.40275079,0.32095528
658,0.42216927,0.32095528
659,0.40448597,0.32095528
660,0.38379389,0.32095528
661,0.41043934,0.32095528
662,0.39600247,0.32095528
663,0.38134024,0.32095528
664,0.41057354,0.32095528
665,0.38989303,0.32095528
666,0.38705254,0.32095528
667,0.40308791,0.32095528
668,0.40346187,0.32095528
669,0.39632902,0.32095528
670,0.40049848,0.32095528
671,0.37249100,0.32095528
672,0.38529468,0.32095528
673,0.37723005,0.32095528
674,0.37106985,0.32095528
675,0.40202928,0.32095528
676,0.36922333,0.32095528
677,0.38937959,0.32095528
678,0.37192678,0.32095528
679,0.37149137,0.32095528
680,0.38623151,0.32095528
681,0.38817501,0.32095528
682,0.37365475,0.32095528
683,0.38231683,0.32095528
684,0.37481928,0.32095528
685,0.38511980,0.32095528
686,0.39480156,0.32095528
687,0.36914557,0.32095528
688,0.38817334,0.32095528
689,0.35282657,0.32095528
690,0.37250343,0.32095528
691,0.36827013,0.32095528
692,0.37297159,0.32095528
693,0.35612854,0.32095528
694,0.37728298,0.32095528
695,0.37026829,0.32095528
696,0.37697461,0.32095528
697,0.36073095,0.32095528
698,0.36427084,0.32095528
699,0.37928271,0.32095528
700,0.37099525,0.32095528
701,0.37144670,0.32095528
702,0.37028170,0.32095528
703,0.36560482,0.32095528
704,0.36361396,0.32095528
705,0.38222900,0.32095528
706,0.37322852,0.32095528
707,0.37292874,0.32095528
708,0.37180582,0.32095528
709,0.36859861,0.32095528
710,0.35160577,0.32095528
711,0.35291231,0.32095528
712,0.37240696,0.32095528
713,0.35294190,0.32095528
714,0.37131655,0.32095528
715,0.33218360,0.32095528
716,0.35733390,0.32095528
717,0.36579639,0.32095528
718,0.34856328,0.32095528
719,0.35017750,0.32095528
720,0.34567824,0.32095528
721,0.34193483,0.32095528
722,0.35449108,0.32095528
723,0.35694975,0.32095528
724,0.34597597,0.32095528
725,0.34921566,0.32095528
726,0.34174085,0.32095528
727,0.33140033,0.32095528
728,0.34494665,0.32095528
729,0.33867249,0.32095528
730,0.34890708,0.32095528
731,0.35581574,0.32095528
732,0.35486332,0.32095528
733,0.34403411,0.32095528
734,0.36531842,0.32095528
735,0.35026211,0.32095528
736,0.33988708,0.32095528
737,0.33691382,0.32095528
738,0.33759785,0.32095528
739,0.34516075,0.32095528
740,0.33844224,0.32095528
741,0.32227254,0.32095528
742,0.32380027,0.32095528
743,0.32955036,0.32095528
744,0.34534156,0.32095528
745,0.34927094,0.32095528
746,0.33709347,0.32095528
747,0.33112001,0.32095528
748,0.32148242,0.32095528
749,0.34005868,0.32095528
750,0.31211883,0.32095528
751,0.33641529,0.32095528
752,0.34235495,0.32095528
753,0.31041151,0.32095528
754,0.33176625,0.32095528
755,0.33430588,0.32095528
756,0.30666590,0.32095528
757,0.34477031,0.32095528
758,0.35113719,0.32095528
759,0.34899911,0.32095528
760,0.32213420,0.32095528
761,0.32177359,0.32095528
762,0.31902480,0.32095528
763,0.32704815,0.32095528
764,0.33951610,0.32095528
765,0.32044864,0.32095528
766,0.32471713,0.32095528
767,0.31165713,0.32095528
768,0.32618296,0.32095528
769,0.31970137,0.32095528
770,0.31272575,0.32095528
771,0.31029332,0.32095528
772,0.32136250,0.32095528
773,0.32512212,0.32095528
774,0.32144821,0.32095528
775,0.32942885,0.32095528
776,0.30187261,0.32095528
777,0.31218368,0.32095528
778,0.29841787,0.32095528
779,0.32890424,0.32095528
780,0.31421492,0.32095528
781,0.34078121,0.32095528
782,0.33139336,0.32095528
783,0.30822590,0.32095528
784,0.32707030,0.32095528
785,0.31267905,0.32095528
786,0.31029746,0.32095528
787,0.32017434,0.32095528
788,0.31425807,0.32095528
789,0.31402978,0.32095528
790,0.31698477,0.32095528
791,0.31635576,0.32095528
792,0.32166681,0.32095528
793,0.31936991,0.32095528
794,0.33376658,0.32095528
795,0.29862028,0.32095528
796,0.34202030,0.32095528
797,0.28959095,0.32095528
798,0.31294772,0.32095528
799,0.30928490,0.32095528
800,0.30101857,0.31840259
801,0.30011395,0.31840259
802,0.30788353,0.31840259
803,0.30571780,0.31840259
804,0.31624776,0.31840259
805,0.28461149,0.31840259
806,0.30920920,0.31840259
807,0.30247778,0.31840259
808,0.32132182,0.31840259
809,0.30371857,0.31840259
810,0.31095421,0.31840259
811,0.30531317,0.31840259
812,0.31025469,0.31840259
813,0.30045170,0.31840259
814,0.29768044,0.31840259
815,0.30171245,0.31840259
816,0.31280237,0.31840259
817,0.30661637,0.31840259
818,0.32497051,0.31840259
819,0.30546048,0.31840259
820,0.28874773,0.31840259
821,0.30027148,0.31840259
822,0.30101323,0.31840259
823,0.28681892,0.31840259
824,0.29812360,0.31840259
825,0.30774710,0.31840259
826,0.28863904,0.31840259
827,0.29184809,0.31840259
828,0.30400270,0.31840259
829,0.28414923,0.31840259
830,0.29052144,0.31840259
831,0.29361010,0.31840259
832,0.27989784,0.31840259
833,0.30297464,0.31840259
834,0.28070584,0.31840259
835,0.28655654,0.31840259
836,0.28254902,0.31840259
837,0.29127681,0.31840259
838,0.27908149,0.31840259
839,0.28423750,0.31840259
840,0.28590930,0.31840259
841,0.27752116,0.31840259
842,0.29509866,0.31840259
843,0.28875306,0.31840259
844,0.29218251,0.31840259
845,0.27745196,0.31840259
846,0.28324705,0.31840259
847,0.28736213,0.31840259
848,0.28369012,0.31840259
849,0.29724911,0.31840259
850,0.28498271,0.31840259
851,0.27866280,0.31840259
852,0.28217408,0.31840259
853,0.28777143,0.31840259
854,0.29627457,0.31840259
855,0.28305465,0.31840259
856,0.28233188,0.31840259
857,0.29096919,0.31840259
858,0.28031188,0.31840259
859,0.28804898,0.31840259
860,0.31154859,0.31840259
861,0.26412171,0.31840259
862,0.28885674,0.31840259
863,0.29326850,0.31840259
864,0.26682043,0.31840259
865,0.29211134,0.31840259
866,0.29160738,0.31840259
867,0.28421134,0.31840259
868,0.27479178,0.31840259
869,0.27310991,0.31840259
870,0.27194300,0.31840259
871,0.26930404,0.31840259
872,0.26312077,0.31840259
873,0.27632838,0.31840259
874,0.28333324,0.31840259
875,0.27647206,0.31840259
876,0.27151507,0.31840259
877,0.26463521,0.31840259
878,0.28072429,0.31840259
879,0.27559042,0.31840259
880,0.26540032,0.31840259
881,0.27105436,0.31840259
882,0.26854882,0.31840259
883,0.26689586,0.31840259
884,0.27798635,0.31840259
885,0.26420939,0.31840259
886,0.25602198,0.31840259
887,0.26335922,0.31840259
888,0.25179791,0.31840259
889,0.27162713,0.31840259
890,0.27651957,0.31840259
891,0.26099738,0.31840259
892,0.27076018,0.31840259
893,0.26308826,0.31840259
894,0.24997172,0.31840259
895,0.26961708,0.31840259
896,0.26069945,0.31840259
897,0.26680040,0.31840259
898,0.26154244,0.31840259
899,0.25717950,0.31840259
900,0.25180838,0.31840259
901,0.26650617,0.31840259
902,0.27179459,0.31840259
903,0.25304499,0.31840259
904,0.26836580,0.31840259
905,0.26575524,0.31840259
906,0.29077584,0.31840259
907,0.25919604,0.31840259
908,0.23865610,0.31840259
909,0.25422332,0.31840259
910,0.24868765,0.31840259
911,0.26385584,0.31840259
912,0.25073183,0.31840259
913,0.25193501,0.31840259
914,0.24700020,0.31840259
915,0.26159745,0.31840259
916,0.24220048,0.31840259
917,0.26545185,0.31840259
918,0.25515965,0.31840259
919,0.24836710,0.31840259
920,0.26775053,0.31840259
921,0.23822668,0.31840259
922,0.25593251,0.31840259
923,0.24431303,0.31840259
924,0.24993832,0.31840259
925,0.25026947,0.31840259
926,0.24304460,0.31840259
927,0.24284953,0.31840259
928,0.24455065,0.31840259
929,0.25552011,0.31840259
930,0.24569397,0.31840259
931,0.25053573,0.31840259
932,0.25522351,0.31840259
933,0.24882369,0.31840259
934,0.24076265,0.31840259
935,0.25748208,0.31840259
936,0.24778369,0.31840259
937,0.25081214,0.31840259
938,0.26126978,0.31840259
939,0.24694961,0.31840259
940,0.24889749,0.31840259
941,0.23126501,0.31840259
942,0.26151845,0.31840259
943,0.25010294,0.31840259
944,0.24740893,0.31840259
945,0.24378344,0.31840259
946,0.24271181,0.31840259
947,0.23884724,0.31840259
948,0.25343338,0.31840259
949,0.24457127,0.31840259
950,0.23782589,0.31840259
951,0.23338446,0.31840259
952,0.23904313,0.31840259
953,0.24193136,0.31840259
954,0.25693750,0.31840259
955,0.24627841,0.31840259
956,0.23690698,0.31840259
957,0.23166302,0.31840259
958,0.22614230,0.31840259
959,0.24044570,0.31840259
960,0.23583239,0.31840259
961,0.23604506,0.31840259
962,0.23764038,0.31840259
963,0.23320062,0.31840259
964,0.22450998,0.31840259
965,0.24045813,0.31840259
966,0.22800568,0.31840259
967,0.24683075,0.31840259
968,0.24699277,0.31840259
969,0.23944850,0.31840259
970,0.24968402,0.31840259
971,0.24287543,0.31840259
972,0.24312505,0.31840259
973,0.23446536,0.31840259
974,0.24070615,0.31840259
975,0.24170858,0.31840259
976,0.23171473,0.31840259
977,0.23322400,0.31840259
978,0.24984580,0.31840259
979,0.24494720,0.31840259
980,0.24255504,0.31840259
981,0.23187761,0.31840259
982,0.25883976,0.31840259
983,0.23760718,0.31840259
984,0.24011157,0.31840259
985,0.24168032,0.31840259
986,0.23931795,0.31840259
987,0.24124974,0.31840259
988,0.23223382,0.31840259
989,0.23722455,0.31840259
990,0.24042177,0.31840259
991,0.22840348,0.31840259
992,0.23275001,0.31840259
993,0.23167607,0.31840259
994,0.24503238,0.31840259
995,0.22434093,0.31840259
996,0.22473545,0.31840259
997,0.24754399,0.31840259
